IP,Country,class
23.105.145.228,,anomaly
23.105.157.160,,anomaly
23.105.180.167,,anomaly
23.105.44.108,,normal
23.105.50.225,,normal
23.105.53.127,,normal
23.105.56.116,,normal
23.105.56.116,,normal
23.105.56.116,,anomaly
23.105.56.178,,normal
23.105.56.231,,anomaly
23.105.56.248,,normal
23.105.56.254,,normal
23.105.56.81,,normal
23.105.86.66,,normal
23.106.178.208,,normal
23.106.178.65,,normal
23.106.216.148,,normal
23.106.216.183,,normal
23.106.219.224,,anomaly
23.106.219.224,,normal
23.106.247.184,,anomaly
23.108.13.89,,normal
23.108.165.117,,anomaly
23.108.172.209,,anomaly
23.108.172.209,,normal
23.108.172.209,,anomaly
23.108.2.147,,anomaly
23.108.2.181,,anomaly
23.108.2.197,,anomaly
23.108.2.197,,normal
23.108.2.246,,normal
23.108.2.49,,anomaly
23.108.2.49,,anomaly
23.108.2.5,,normal
23.108.2.71,,anomaly
23.108.4.27,,normal
23.108.4.82,,normal
23.108.86.170,,anomaly
23.108.86.253,,anomaly
23.108.86.253,,normal
23.108.86.7,,normal
23.113.226.210,,anomaly
23.116.25.106,,normal
23.118.254.119,,anomaly
23.120.106.105,,anomaly
23.120.253.173,,normal
23.122.154.235,,anomaly
23.127.226.62,,anomaly
23.16.145.196,CA,normal
23.16.191.131,CA,anomaly
23.19.154.179,US,anomaly
23.19.195.186,US,normal
23.19.46.144,US,anomaly
23.19.80.182,US,anomaly
23.20.206.131,US,anomaly
23.226.232.68,,anomaly
23.229.112.219,,anomaly
23.229.112.219,,anomaly
23.229.14.178,,anomaly
23.229.26.152,,normal
23.229.30.155,,normal
23.229.30.155,,anomaly
23.229.36.113,,normal
23.229.36.95,,anomaly
23.229.63.253,,normal
23.229.69.182,,normal
23.229.70.87,,anomaly
23.229.70.93,,normal
23.229.76.94,,anomaly
23.229.90.133,,normal
23.231.23.239,,anomaly
23.231.23.239,,normal
23.232.152.137,,anomaly
23.232.152.172,,anomaly
23.232.158.4,,normal
23.232.254.160,,anomaly
23.236.131.54,,anomaly
23.236.131.54,,normal
23.236.131.54,,normal
23.236.131.54,,anomaly
23.236.137.218,,normal
23.236.221.220,,normal
23.236.223.149,,normal
23.236.244.117,,anomaly
23.238.17.174,,normal
23.239.0.244,,anomaly
23.239.5.192,,anomaly
23.24.101.189,,normal
23.24.23.146,,anomaly
23.24.93.177,,anomaly
23.241.115.172,,normal
23.241.115.172,,anomaly
23.241.239.5,,normal
23.243.29.102,,anomaly
23.244.146.217,,anomaly
23.244.160.226,,normal
23.245.152.154,,anomaly
23.245.152.160,,normal
23.245.152.160,,normal
23.245.152.216,,anomaly
23.245.152.218,,normal
23.245.152.218,,anomaly
23.245.154.182,,normal
23.245.154.182,,normal
23.245.161.36,,anomaly
23.245.207.85,,anomaly
23.247.151.145,,anomaly
23.247.151.201,,anomaly
23.247.151.250,,normal
23.247.155.4,,anomaly
23.249.90.174,,normal
23.250.124.99,,normal
23.250.45.122,,anomaly
23.250.70.38,,normal
23.250.82.178,,anomaly
23.250.85.60,,normal
23.250.85.60,,normal
23.250.85.60,,anomaly
23.25.242.113,,normal
23.25.41.45,,anomaly
23.25.61.137,,normal
23.25.72.249,,normal
23.251.209.170,,anomaly
23.252.192.146,,anomaly
23.254.12.14,,normal
23.254.12.185,,anomaly
23.254.164.173,,normal
23.254.55.94,,anomaly
23.27.244.113,,anomaly
23.27.245.121,,anomaly
23.27.250.157,,normal
23.27.250.210,,normal
23.29.6.237,,normal
23.30.0.237,,normal
23.30.244.41,,anomaly
23.80.151.35,,normal
23.80.158.30,,normal
23.80.97.22,,normal
23.80.97.25,,normal
23.80.97.30,,anomaly
23.81.240.75,,anomaly
23.81.242.154,,normal
23.81.243.20,,normal
23.81.249.26,,normal
23.81.250.168,,normal
23.81.250.224,,anomaly
23.81.250.234,,normal
23.83.247.220,,anomaly
23.83.92.76,,normal
23.88.233.24,,anomaly
23.89.12.83,,normal
23.89.206.40,,anomaly
23.90.46.40,,anomaly
23.90.46.40,,normal
23.92.116.136,,normal
23.92.117.244,,normal
23.92.117.6,,anomaly
23.92.118.160,,anomaly
23.92.118.166,,normal
23.92.118.28,,anomaly
23.92.119.97,,normal
23.92.120.103,,normal
23.92.120.186,,normal
23.92.120.186,,normal
23.92.121.227,,normal
23.92.121.234,,normal
23.92.121.234,,anomaly
23.92.121.234,,normal
23.92.122.193,,normal
23.92.122.193,,anomaly
23.92.122.193,,anomaly
23.92.122.196,,anomaly
23.92.122.196,,normal
23.92.122.196,,anomaly
23.92.122.196,,anomaly
23.92.122.197,,anomaly
23.92.123.183,,anomaly
23.92.123.183,,anomaly
23.92.123.183,,anomaly
23.92.123.199,,normal
23.92.123.249,,anomaly
23.92.123.249,,normal
23.92.123.249,,anomaly
23.92.123.249,,anomaly
23.92.123.249,,anomaly
23.92.123.42,,anomaly
23.92.123.42,,normal
23.92.123.42,,normal
23.92.123.42,,anomaly
23.92.123.42,,anomaly
23.92.123.42,,anomaly
23.92.123.42,,anomaly
23.92.123.62,,anomaly
23.92.123.62,,anomaly
23.92.123.62,,anomaly
23.92.123.62,,normal
23.92.123.62,,anomaly
23.92.123.62,,anomaly
23.92.124.182,,anomaly
23.92.124.241,,anomaly
23.92.124.61,,anomaly
23.92.27.108,,normal
23.94.102.32,,anomaly
23.94.102.62,,anomaly
23.94.103.106,,anomaly
23.94.151.77,,anomaly
23.94.153.41,,normal
23.94.153.56,,normal
23.94.175.146,,anomaly
23.94.175.179,,normal
23.94.177.155,,normal
23.94.184.241,,anomaly
23.94.204.106,,normal
23.94.206.181,,normal
23.94.213.6,,anomaly
23.94.221.216,,normal
23.94.221.229,,anomaly
23.94.228.240,,anomaly
23.94.228.252,,anomaly
23.94.234.222,,anomaly
23.94.238.189,,normal
23.94.238.62,,normal
23.94.245.142,,normal
23.94.245.142,,normal
23.94.245.142,,anomaly
23.94.245.142,,anomaly
23.94.245.221,,normal
23.94.40.166,,normal
23.94.4.141,,normal
23.94.52.28,,anomaly
23.94.52.95,,normal
23.94.54.30,,normal
23.94.59.168,,anomaly
23.95.105.207,,normal
23.95.183.160,,normal
23.95.184.152,,anomaly
23.95.185.186,,anomaly
23.95.185.186,,anomaly
23.95.185.186,,normal
23.95.185.186,,normal
23.95.198.179,,normal
23.95.206.25,,anomaly
23.95.206.30,,normal
23.95.21.22,,anomaly
23.95.220.148,,normal
23.95.235.130,,anomaly
23.95.235.140,,normal
23.95.236.150,,anomaly
23.95.236.212,,normal
23.95.236.212,,anomaly
23.95.237.114,,anomaly
23.95.237.114,,normal
23.95.241.18,,normal
23.95.241.22,,normal
23.95.34.217,,anomaly
23.95.34.58,,anomaly
23.95.34.58,,normal
23.95.34.58,,anomaly
23.95.41.146,,anomaly
23.95.60.143,,anomaly
23.95.86.46,,normal
23.95.87.23,,anomaly
23.96.208.78,,anomaly
23.99.101.118,,normal
23.99.204.240,,normal
24.1.107.52,US,normal
24.1.230.38,US,anomaly
24.1.59.134,US,normal
24.1.73.16,US,anomaly
24.103.87.74,US,anomaly
24.108.22.121,CA,anomaly
24.108.48.182,CA,normal
24.11.36.66,US,anomaly
24.111.20.110,US,normal
24.111.72.131,US,normal
24.112.53.187,US,normal
24.114.23.250,CA,normal
24.114.23.68,CA,normal
24.114.39.51,CA,normal
24.114.48.228,CA,anomaly
24.114.66.46,CA,normal
24.114.70.167,CA,normal
24.114.81.184,CA,normal
24.114.84.28,CA,normal
24.114.90.205,CA,anomaly
24.114.93.185,CA,normal
24.115.69.16,US,normal
24.116.180.226,US,normal
24.118.101.107,US,anomaly
24.118.84.171,US,normal
24.120.54.4,US,normal
24.12.142.172,US,anomaly
24.12.211.157,US,anomaly
24.122.147.51,CA,anomaly
24.123.148.22,US,normal
24.125.72.150,US,normal
24.126.178.77,US,anomaly
24.129.159.182,US,anomaly
24.13.0.231,US,anomaly
24.130.66.195,US,normal
24.13.145.207,US,anomaly
24.132.149.28,NL,anomaly
24.133.208.1,,normal
24.136.25.177,US,anomaly
24.137.123.92,CA,normal
24.140.74.8,US,anomaly
24.140.8.160,US,anomaly
24.14.167.171,US,anomaly
24.141.253.227,CA,normal
24.141.56.4,CA,anomaly
24.143.118.16,US,normal
24.143.120.55,US,anomaly
24.143.179.73,US,anomaly
24.15.64.8,US,anomaly
24.151.42.69,US,anomaly
24.154.16.210,US,anomaly
24.154.22.53,US,normal
24.154.239.112,US,anomaly
24.155.143.28,US,normal
24.155.247.213,US,anomaly
24.155.70.63,US,anomaly
24.156.249.78,CA,normal
24.158.219.169,US,normal
24.16.12.68,US,anomaly
24.16.71.230,US,normal
24.161.62.69,US,anomaly
24.161.75.171,US,normal
24.165.221.191,US,anomaly
24.166.0.146,US,normal
24.168.236.199,US,anomaly
24.17.13.115,US,normal
24.17.48.46,US,normal
24.173.126.26,US,anomaly
24.173.172.115,US,normal
24.176.233.195,US,normal
24.177.241.222,US,anomaly
24.178.98.158,US,anomaly
24.179.12.230,US,anomaly
24.180.96.142,US,anomaly
24.18.224.175,US,normal
24.18.76.168,US,anomaly
24.181.7.103,US,normal
24.183.30.143,US,anomaly
24.184.105.190,US,anomaly
24.184.171.225,US,normal
24.185.110.219,US,normal
24.185.235.244,US,anomaly
24.187.160.82,US,anomaly
24.187.50.234,US,normal
24.187.72.18,US,normal
24.187.72.79,US,normal
24.188.58.57,US,normal
24.189.24.108,US,anomaly
24.19.254.252,US,normal
24.191.117.165,US,anomaly
24.192.179.74,US,anomaly
24.192.64.33,US,anomaly
24.193.221.106,US,normal
24.193.95.191,US,anomaly
24.194.200.71,US,anomaly
24.196.114.250,US,anomaly
24.196.146.187,US,anomaly
24.197.231.14,US,normal
24.199.237.90,US,anomaly
24.20.96.14,US,anomaly
24.2.139.191,US,normal
24.202.234.41,CA,anomaly
24.204.192.2,US,normal
24.204.199.161,US,normal
24.205.50.101,US,normal
24.205.54.12,US,normal
24.205.56.80,US,normal
24.207.95.222,CA,normal
24.209.155.68,US,normal
24.211.112.228,US,normal
24.212.186.130,,normal
24.214.149.65,US,normal
24.216.187.180,US,anomaly
24.218.125.180,US,anomaly
24.218.146.230,US,normal
24.219.68.9,US,normal
24.220.209.99,US,anomaly
24.22.182.79,US,anomaly
24.22.43.240,US,normal
24.22.65.247,US,normal
24.22.85.195,US,normal
24.224.103.57,US,anomaly
24.224.194.4,CA,anomaly
24.226.158.221,CA,anomaly
24.226.98.150,CA,anomaly
24.228.193.175,US,normal
24.229.172.253,US,anomaly
24.229.183.217,US,anomaly
24.230.174.202,US,anomaly
24.23.219.240,US,normal
24.234.103.146,US,anomaly
24.234.108.159,US,anomaly
24.234.142.137,US,anomaly
24.234.214.92,US,normal
24.234.30.238,US,normal
24.236.104.73,US,normal
24.236.144.182,US,anomaly
24.236.170.173,US,anomaly
24.237.106.251,US,normal
24.237.254.225,US,anomaly
24.239.35.25,US,normal
24.239.86.61,US,normal
24.240.16.208,US,anomaly
24.240.74.217,US,normal
24.241.9.41,US,normal
24.242.67.116,US,anomaly
24.245.18.100,US,normal
24.246.106.135,US,normal
24.246.125.126,US,anomaly
24.248.44.90,US,anomaly
24.249.175.174,US,anomaly
24.25.219.26,US,anomaly
24.251.116.48,US,normal
24.251.232.167,US,normal
24.253.197.144,US,anomaly
24.253.22.194,US,anomaly
24.253.27.47,US,anomaly
24.27.115.93,US,anomaly
24.27.227.128,US,normal
24.27.3.176,US,anomaly
24.28.75.238,US,anomaly
24.29.53.156,US,normal
24.35.210.21,US,normal
24.36.19.35,CA,anomaly
24.37.184.74,CA,anomaly
24.37.184.74,CA,anomaly
24.37.184.74,CA,normal
24.37.184.74,CA,anomaly
24.37.184.76,CA,normal
24.37.44.10,CA,normal
24.39.255.86,US,normal
24.4.183.114,US,normal
24.42.116.27,US,normal
24.45.165.244,US,anomaly
24.46.70.247,US,anomaly
24.47.210.238,US,anomaly
24.47.31.179,US,normal
24.50.149.65,US,anomaly
24.5.116.111,US,normal
24.5.140.68,US,anomaly
24.5.238.143,US,anomaly
24.51.209.67,US,anomaly
24.53.131.14,US,normal
24.54.206.229,PR,normal
24.55.163.81,PR,anomaly
24.56.14.89,US,anomaly
24.56.168.168,US,normal
24.56.248.36,US,anomaly
24.56.37.52,US,anomaly
24.57.121.115,CA,anomaly
24.59.37.69,US,normal
24.59.59.167,US,normal
24.6.156.72,US,normal
24.6.192.25,US,anomaly
24.61.85.249,US,anomaly
24.62.1.62,US,anomaly
24.62.172.224,US,anomaly
24.63.133.57,US,normal
24.67.140.163,CA,normal
24.68.128.70,CA,anomaly
24.68.44.173,CA,anomaly
24.68.52.88,CA,anomaly
24.69.1.40,CA,anomaly
24.69.221.232,CA,anomaly
24.70.218.234,CA,anomaly
24.70.5.45,CA,anomaly
24.72.0.143,CA,anomaly
24.72.117.98,CA,normal
24.74.120.238,US,anomaly
24.75.195.38,US,normal
24.76.220.230,CA,anomaly
24.77.84.222,CA,anomaly
24.77.98.238,CA,anomaly
24.78.93.186,CA,anomaly
24.8.109.254,US,anomaly
24.8.209.35,US,anomaly
24.84.156.86,CA,normal
24.88.234.207,US,anomaly
24.89.243.106,CA,normal
24.90.11.114,US,anomaly
24.90.222.247,US,normal
24.90.225.199,US,normal
24.90.230.67,US,anomaly
24.90.72.149,US,normal
24.90.76.252,US,normal
24.9.61.96,US,normal
24.91.16.15,US,anomaly
24.94.24.103,US,anomaly
24.99.179.153,US,normal
24.99.20.166,US,normal
24.99.72.172,US,anomaly
27.0.180.114,,normal
27.106.108.141,IN,normal
27.106.74.30,IN,anomaly
27.106.93.37,IN,anomaly
27.106.94.137,IN,normal
27.107.166.216,IN,normal
27.109.9.106,IN,anomaly
27.123.171.172,FJ,normal
27.123.240.2,PH,anomaly
27.125.150.224,SG,anomaly
27.125.151.26,SG,anomaly
27.130.86.141,TH,normal
27.131.12.13,BD,anomaly
27.141.54.203,JP,anomaly
27.145.131.17,TH,anomaly
27.145.134.68,TH,normal
27.184.131.254,CN,normal
27.2.128.145,VN,normal
27.2.128.206,VN,normal
27.2.64.221,VN,anomaly
27.250.11.27,IN,anomaly
27.251.182.66,IN,normal
27.251.38.194,IN,anomaly
27.251.83.195,IN,normal
27.252.140.205,NZ,anomaly
27.252.172.193,NZ,anomaly
27.253.251.8,JP,normal
27.253.5.148,AU,anomaly
27.255.128.19,IN,normal
27.255.18.59,PK,normal
27.255.255.137,IN,normal
27.255.29.123,PK,normal
27.255.71.179,KR,anomaly
27.3.112.12,VN,anomaly
27.3.192.161,VN,normal
27.33.191.60,AU,anomaly
27.34.246.250,IN,anomaly
27.34.49.246,NP,anomaly
27.34.50.251,NP,normal
27.34.99.95,NP,normal
27.4.120.178,IN,normal
27.4.125.208,IN,normal
27.4.152.64,IN,normal
27.4.204.199,IN,normal
27.4.83.183,IN,normal
27.4.99.72,IN,normal
27.48.149.42,IN,normal
27.54.53.236,SG,anomaly
27.55.194.253,TH,normal
27.55.30.112,TH,normal
27.55.72.170,TH,anomaly
27.55.82.75,TH,normal
27.56.211.228,IN,anomaly
27.56.223.155,IN,normal
27.58.135.225,IN,normal
27.58.136.113,IN,anomaly
27.58.143.181,IN,normal
27.58.143.211,IN,normal
27.58.154.23,IN,normal
27.58.17.141,IN,anomaly
27.58.172.223,IN,normal
27.58.29.212,IN,anomaly
27.58.52.142,IN,anomaly
27.58.52.95,IN,anomaly
27.58.58.148,IN,normal
27.59.160.83,IN,normal
27.59.31.241,IN,normal
27.6.1.105,IN,normal
27.6.183.185,IN,anomaly
27.63.157.48,IN,normal
27.63.166.66,IN,normal
27.63.181.159,IN,anomaly
27.63.51.224,IN,anomaly
27.63.60.241,IN,anomaly
27.63.62.111,IN,normal
27.67.15.236,VN,anomaly
27.67.18.170,VN,anomaly
27.67.25.43,VN,normal
27.67.35.145,VN,anomaly
27.67.5.155,VN,normal
27.67.9.120,VN,anomaly
27.74.182.16,VN,anomaly
27.76.105.209,VN,anomaly
27.77.147.72,VN,normal
27.81.22.46,JP,anomaly
27.96.214.68,AU,anomaly
27.97.105.112,IN,anomaly
27.97.155.221,IN,anomaly
27.97.157.214,IN,normal
27.97.201.40,IN,normal
27.97.22.216,IN,anomaly
27.97.246.105,IN,normal
27.97.47.254,IN,normal
27.97.65.43,IN,anomaly
27.99.79.176,AU,normal
31.0.123.135,PL,normal
31.0.124.115,PL,normal
31.1.11.80,PL,normal
31.108.85.125,GB,anomaly
31.11.106.67,MK,normal
31.11.117.124,MK,normal
31.11.66.57,MK,anomaly
31.111.174.148,GB,normal
31.128.95.217,UA,anomaly
31.129.115.97,UA,normal
31.129.162.54,UA,anomaly
31.129.67.182,UA,normal
31.130.135.86,RU,normal
31.130.135.96,RU,normal
31.13.144.23,RU,normal
31.13.144.7,RU,anomaly
31.132.4.150,GB,normal
31.134.124.243,UA,normal
31.134.124.245,UA,normal
31.134.60.216,PL,anomaly
31.135.137.162,UA,normal
31.135.145.172,UA,normal
31.135.148.73,UA,anomaly
31.135.213.27,UZ,normal
31.135.39.133,RU,anomaly
31.135.97.95,UA,anomaly
31.138.188.130,NL,normal
31.146.40.74,GE,normal
31.148.212.98,RU,normal
31.148.253.43,UA,normal
31.148.253.73,UA,anomaly
31.151.14.150,NL,anomaly
31.152.77.162,GR,normal
31.154.46.158,IL,normal
31.161.178.172,NL,normal
31.168.134.110,IL,anomaly
31.168.172.145,IL,normal
31.168.27.99,IL,normal
31.170.250.64,AZ,anomaly
31.17.126.184,DE,normal
31.17.57.57,DE,normal
31.171.194.180,RU,anomaly
31.171.67.71,AZ,anomaly
31.173.100.39,RO,normal
31.173.240.11,RO,anomaly
31.173.243.59,RO,anomaly
31.173.80.108,RO,anomaly
31.173.80.141,RO,normal
31.173.80.81,RO,anomaly
31.173.81.178,RO,anomaly
31.173.81.194,RO,anomaly
31.173.81.19,RO,normal
31.173.84.252,RO,normal
31.173.84.40,RO,normal
31.173.84.56,RO,anomaly
31.173.85.137,RO,anomaly
31.176.233.143,BA,anomaly
31.178.116.177,PL,normal
31.179.130.2,PL,normal
31.18.248.199,DE,anomaly
31.18.249.197,DE,normal
31.181.185.29,RU,anomaly
31.183.178.51,PL,anomaly
31.184.197.41,RU,anomaly
31.184.197.41,RU,anomaly
31.184.197.41,RU,anomaly
31.184.197.41,RU,normal
31.184.197.41,RU,anomaly
31.185.141.126,GB,anomaly
31.185.251.220,GB,anomaly
31.192.104.74,RU,normal
31.192.104.76,RU,normal
31.192.104.87,RU,normal
31.192.21.184,GE,normal
31.200.232.4,RU,normal
31.2.185.95,RO,normal
31.208.149.174,SE,anomaly
31.209.185.230,DE,normal
31.209.34.121,SE,normal
31.215.213.169,RO,normal
31.215.220.53,RO,anomaly
31.215.252.193,RO,anomaly
31.217.97.87,HR,anomaly
31.218.161.3,AE,normal
31.218.48.18,AE,anomaly
31.220.30.152,DE,normal
31.220.30.209,DE,normal
31.220.6.133,DE,normal
31.221.93.226,GB,anomaly
31.221.98.74,GB,anomaly
31.223.124.78,TR,normal
31.223.145.69,BA,normal
31.223.183.102,PS,anomaly
31.223.235.155,HU,anomaly
31.27.235.137,IT,normal
31.28.237.9,UA,normal
31.28.3.205,RU,normal
31.30.116.136,CZ,normal
31.3.153.128,SE,normal
31.3.225.131,GB,anomaly
31.32.53.42,FR,normal
31.33.248.91,FR,normal
31.34.213.23,FR,anomaly
31.38.47.230,FR,anomaly
31.4.140.32,ES,normal
31.4.182.154,ES,normal
31.4.204.166,ES,anomaly
31.4.205.223,ES,anomaly
31.4.207.158,ES,anomaly
31.4.220.120,ES,normal
31.42.172.181,UA,normal
31.42.228.208,RU,normal
31.42.69.45,UA,normal
31.43.122.133,UA,normal
31.43.244.153,UA,normal
31.43.31.118,UA,anomaly
31.44.188.51,UA,normal
31.46.199.21,HU,normal
31.46.243.1,HU,normal
31.47.87.203,DE,anomaly
31.49.150.141,GB,anomaly
31.49.252.74,GB,anomaly
31.49.48.107,GB,normal
31.49.70.219,GB,normal
31.50.70.46,GB,normal
31.52.193.110,GB,anomaly
31.52.230.187,GB,normal
31.53.198.151,GB,normal
31.53.66.246,GB,normal
31.54.215.42,GB,normal
31.56.83.8,IR,anomaly
31.58.227.45,IR,anomaly
31.59.56.10,IR,anomaly
31.6.19.237,GB,normal
31.77.153.7,GB,normal
31.77.50.56,GB,normal
32.208.109.78,US,anomaly
32.208.24.73,US,anomaly
32.209.107.137,US,normal
32.212.102.255,US,normal
32.214.124.181,US,normal
32.215.153.150,US,normal
32.216.149.18,US,normal
32.218.98.137,US,normal
35.11.17.218,US,anomaly
35.32.206.172,US,normal
36.110.147.69,CN,normal
36.12.47.68,JP,anomaly
36.12.52.72,JP,normal
36.149.198.51,CN,normal
36.149.71.50,CN,normal
36.2.201.5,JP,normal
36.2.22.216,JP,normal
36.226.138.3,TW,normal
36.234.244.12,TW,anomaly
36.239.206.99,TW,normal
36.239.41.97,TW,anomaly
36.255.47.117,,normal
36.255.47.54,,normal
36.3.174.92,JP,anomaly
36.37.151.136,KH,anomaly
36.37.206.34,KH,anomaly
36.37.206.45,KH,normal
36.37.206.99,KH,anomaly
36.37.216.251,KH,normal
36.38.77.95,KR,anomaly
36.66.213.167,ID,normal
36.66.232.252,ID,anomaly
36.68.130.202,ID,normal
36.68.13.208,ID,anomaly
36.68.60.190,ID,anomaly
36.68.60.89,ID,normal
36.68.77.82,ID,normal
36.69.242.48,ID,normal
36.70.151.174,ID,normal
36.70.172.159,ID,normal
36.70.60.35,ID,normal
36.71.100.174,ID,anomaly
36.72.123.39,ID,normal
36.72.125.79,ID,normal
36.72.186.127,ID,normal
36.72.242.41,ID,anomaly
36.73.118.247,ID,anomaly
36.73.118.247,ID,anomaly
36.73.118.247,ID,anomaly
36.73.164.41,ID,normal
36.73.201.60,ID,normal
36.73.98.128,ID,anomaly
36.74.122.154,ID,anomaly
36.74.85.189,ID,normal
36.75.113.2,ID,normal
36.75.91.129,ID,anomaly
36.75.93.230,ID,anomaly
36.76.146.157,ID,anomaly
36.76.22.251,ID,normal
36.76.38.133,ID,normal
36.77.154.212,ID,normal
36.77.42.186,ID,normal
36.77.56.172,ID,anomaly
36.77.61.102,ID,normal
36.78.132.106,ID,normal
36.78.253.226,ID,normal
36.78.5.94,ID,normal
36.79.167.76,ID,normal
36.79.18.149,ID,normal
36.79.20.120,ID,anomaly
36.79.22.126,ID,anomaly
36.79.9.98,ID,anomaly
36.79.9.98,ID,normal
36.80.196.6,ID,normal
36.80.211.141,ID,anomaly
36.80.227.133,ID,anomaly
36.81.74.79,ID,normal
36.81.88.49,ID,anomaly
36.82.76.8,ID,anomaly
36.82.79.4,ID,anomaly
36.83.110.54,ID,normal
36.83.111.240,ID,normal
36.83.92.120,ID,normal
36.84.13.150,ID,normal
36.84.13.97,ID,anomaly
36.84.1.6,ID,anomaly
36.84.228.87,ID,anomaly
36.84.62.97,ID,normal
36.84.70.103,ID,anomaly
36.84.70.174,ID,anomaly
36.84.84.235,ID,anomaly
36.88.192.26,ID,anomaly
37.1.218.125,,normal
37.1.40.234,,normal
37.1.8.125,,anomaly
37.104.81.59,,normal
37.105.20.170,,anomaly
37.105.238.226,,anomaly
37.105.82.72,,anomaly
37.107.12.146,,normal
37.109.48.149,,normal
37.110.100.177,,normal
37.110.110.188,,anomaly
37.110.111.230,,normal
37.110.13.221,,normal
37.110.151.106,,anomaly
37.110.210.2,,normal
37.110.214.79,,anomaly
37.110.70.102,,anomaly
37.110.70.102,,anomaly
37.110.70.96,,normal
37.112.230.17,,normal
37.112.231.2,,normal
37.115.123.207,,normal
37.115.161.30,,normal
37.115.215.246,,anomaly
37.115.215.246,,normal
37.115.215.246,,anomaly
37.115.220.51,,normal
37.130.224.22,,normal
37.132.98.95,,anomaly
37.133.154.139,,anomaly
37.133.154.249,,anomaly
37.133.8.19,,anomaly
37.133.9.91,,normal
37.137.50.28,,anomaly
37.139.166.212,,anomaly
37.139.2.93,,normal
37.14.158.118,,normal
37.14.55.199,,normal
37.14.66.38,,normal
37.144.66.60,,anomaly
37.144.71.108,,anomaly
37.144.77.105,,anomaly
37.144.81.121,,normal
37.145.125.102,,normal
37.145.125.102,,normal
37.146.122.51,,normal
37.147.97.26,,normal
37.150.1.112,,anomaly
37.15.146.55,,anomaly
37.15.146.55,,normal
37.15.80.41,,anomaly
37.153.184.254,,anomaly
37.154.166.18,,normal
37.154.168.217,,normal
37.154.174.245,,anomaly
37.155.180.195,,normal
37.155.40.71,,normal
37.155.55.172,,normal
37.156.112.229,,anomaly
37.156.216.154,,anomaly
37.156.50.250,,anomaly
37.160.150.254,,anomaly
37.161.234.242,,normal
37.162.142.207,,normal
37.162.52.74,,anomaly
37.163.210.184,,normal
37.163.28.218,,normal
37.163.38.206,,normal
37.163.93.106,,anomaly
37.164.171.31,,anomaly
37.164.224.255,,anomaly
37.164.245.225,,normal
37.164.92.78,,normal
37.165.121.96,,normal
37.165.230.74,,normal
37.166.188.47,,anomaly
37.166.52.124,,anomaly
37.166.91.224,,anomaly
37.17.114.91,,anomaly
37.17.180.157,,anomaly
37.174.140.45,,anomaly
37.175.157.16,,normal
37.182.106.238,,anomaly
37.182.202.212,,anomaly
37.182.254.170,,normal
37.186.93.55,,normal
37.187.107.151,,normal
37.187.134.116,,anomaly
37.187.134.116,,anomaly
37.187.134.116,,normal
37.187.162.193,,normal
37.187.71.37,,anomaly
37.187.71.37,,anomaly
